# Crystal, C-Axis (x), C-Axis (y), C-Axis (z), Size (m), Disl. dens. (1/m^2), Last recr. time (s), Size at last recr. (m)
1865.000000,-0.359797,-0.718735,-0.594950,0.001500,40000000000.000000,0.000000,0.001500
1866.000000,-0.182995,-0.063703,0.981048,0.001500,40000000000.000000,0.000000,0.001500
1867.000000,0.258357,0.845232,0.467797,0.001500,40000000000.000000,0.000000,0.001500
1868.000000,0.313369,-0.027418,0.949235,0.001500,40000000000.000000,0.000000,0.001500
1869.000000,0.714101,0.129031,0.688048,0.001500,40000000000.000000,0.000000,0.001500
1870.000000,-0.344068,-0.477239,0.808616,0.001500,40000000000.000000,0.000000,0.001500
1871.000000,0.574677,0.402419,-0.712605,0.001500,40000000000.000000,0.000000,0.001500
1872.000000,-0.541371,0.491004,-0.682519,0.001500,40000000000.000000,0.000000,0.001500
1873.000000,-0.321284,0.637158,-0.700575,0.001500,40000000000.000000,0.000000,0.001500
1874.000000,0.714832,0.451036,0.534399,0.001500,40000000000.000000,0.000000,0.001500
1875.000000,-0.126755,0.968675,-0.213546,0.001500,40000000000.000000,0.000000,0.001500
1876.000000,0.672230,-0.502530,0.543664,0.001500,40000000000.000000,0.000000,0.001500
1877.000000,-0.125110,-0.253493,-0.959213,0.001500,40000000000.000000,0.000000,0.001500
1878.000000,-0.968155,0.010954,0.250112,0.001500,40000000000.000000,0.000000,0.001500
1879.000000,-0.386551,0.097303,0.917121,0.001500,40000000000.000000,0.000000,0.001500
1880.000000,-0.423751,-0.139972,-0.894898,0.001500,40000000000.000000,0.000000,0.001500
1881.000000,-0.105471,0.189934,0.976115,0.001500,40000000000.000000,0.000000,0.001500
1882.000000,0.235334,0.558419,0.795478,0.001500,40000000000.000000,0.000000,0.001500
1883.000000,0.338761,0.299232,0.892021,0.001500,40000000000.000000,0.000000,0.001500
1884.000000,-0.638231,-0.382309,0.668207,0.001500,40000000000.000000,0.000000,0.001500
1885.000000,-0.434494,0.496986,0.751146,0.001500,40000000000.000000,0.000000,0.001500
1886.000000,0.610338,0.312569,-0.727865,0.001500,40000000000.000000,0.000000,0.001500
1887.000000,-0.410921,0.740811,-0.531359,0.001500,40000000000.000000,0.000000,0.001500
1888.000000,-0.149924,-0.100687,-0.983557,0.001500,40000000000.000000,0.000000,0.001500
1889.000000,-0.793727,-0.009184,0.608204,0.001500,40000000000.000000,0.000000,0.001500
1890.000000,0.183362,-0.920322,0.345523,0.001500,40000000000.000000,0.000000,0.001500
1891.000000,0.443113,-0.891767,0.091667,0.001500,40000000000.000000,0.000000,0.001500
1892.000000,0.284014,-0.214036,-0.934625,0.001500,40000000000.000000,0.000000,0.001500
1893.000000,-0.858750,-0.401337,-0.318554,0.001500,40000000000.000000,0.000000,0.001500
1894.000000,0.914491,0.234782,0.329521,0.001500,40000000000.000000,0.000000,0.001500
1895.000000,0.943185,-0.258112,0.209239,0.001500,40000000000.000000,0.000000,0.001500
1896.000000,0.206304,-0.151101,-0.966751,0.001500,40000000000.000000,0.000000,0.001500
1897.000000,0.537429,0.763075,-0.359007,0.001500,40000000000.000000,0.000000,0.001500
1898.000000,-0.449800,-0.773538,0.446452,0.001500,40000000000.000000,0.000000,0.001500
1899.000000,0.902372,0.342089,-0.262106,0.001500,40000000000.000000,0.000000,0.001500
1900.000000,0.089324,-0.097464,-0.991222,0.001500,40000000000.000000,0.000000,0.001500
1901.000000,-0.539829,-0.247004,-0.804720,0.001500,40000000000.000000,0.000000,0.001500
1902.000000,-0.131313,0.325876,0.936249,0.001500,40000000000.000000,0.000000,0.001500
1903.000000,0.695890,0.528484,0.486253,0.001500,40000000000.000000,0.000000,0.001500
1904.000000,0.584097,0.202829,-0.785933,0.001500,40000000000.000000,0.000000,0.001500
1905.000000,0.553877,-0.105405,0.825900,0.001500,40000000000.000000,0.000000,0.001500
1906.000000,0.690202,0.463893,0.555360,0.001500,40000000000.000000,0.000000,0.001500
1907.000000,-0.332416,-0.495161,0.802693,0.001500,40000000000.000000,0.000000,0.001500
1908.000000,-0.044707,0.047121,0.997888,0.001500,40000000000.000000,0.000000,0.001500
1909.000000,-0.513783,-0.197764,0.834815,0.001500,40000000000.000000,0.000000,0.001500
1910.000000,0.569455,-0.790114,0.226805,0.001500,40000000000.000000,0.000000,0.001500
1911.000000,0.219984,-0.739072,-0.636694,0.001500,40000000000.000000,0.000000,0.001500
1912.000000,-0.165399,-0.974870,0.149237,0.001500,40000000000.000000,0.000000,0.001500
1913.000000,-0.390479,-0.187502,0.901315,0.001500,40000000000.000000,0.000000,0.001500
1914.000000,-0.419241,0.369018,-0.829495,0.001500,40000000000.000000,0.000000,0.001500
1915.000000,0.232264,-0.225959,0.946042,0.001500,40000000000.000000,0.000000,0.001500
1916.000000,-0.009175,-0.423124,0.906025,0.001500,40000000000.000000,0.000000,0.001500
1917.000000,0.395964,0.179133,-0.900624,0.001500,40000000000.000000,0.000000,0.001500
1918.000000,0.739176,0.195963,-0.644373,0.001500,40000000000.000000,0.000000,0.001500
1919.000000,0.595219,-0.801598,-0.056174,0.001500,40000000000.000000,0.000000,0.001500
1920.000000,-0.753734,-0.458505,-0.470806,0.001500,40000000000.000000,0.000000,0.001500
1921.000000,-0.268896,-0.429709,-0.862001,0.001500,40000000000.000000,0.000000,0.001500
1922.000000,-0.099348,-0.061292,0.993163,0.001500,40000000000.000000,0.000000,0.001500
1923.000000,-0.047612,0.993539,-0.103021,0.001500,40000000000.000000,0.000000,0.001500
1924.000000,-0.373469,-0.800019,0.469564,0.001500,40000000000.000000,0.000000,0.001500
1925.000000,0.223185,-0.172565,0.959380,0.001500,40000000000.000000,0.000000,0.001500
1926.000000,-0.524655,0.485727,-0.699147,0.001500,40000000000.000000,0.000000,0.001500
1927.000000,-0.237286,0.554642,-0.797538,0.001500,40000000000.000000,0.000000,0.001500
1928.000000,0.389310,0.594670,-0.703424,0.001500,40000000000.000000,0.000000,0.001500
1929.000000,-0.198718,-0.366459,0.908966,0.001500,40000000000.000000,0.000000,0.001500
1930.000000,-0.765379,-0.154586,0.624738,0.001500,40000000000.000000,0.000000,0.001500
1931.000000,0.166051,-0.412297,-0.895789,0.001500,40000000000.000000,0.000000,0.001500
1932.000000,-0.779628,-0.073375,-0.621929,0.001500,40000000000.000000,0.000000,0.001500
1933.000000,0.238709,0.587583,0.773152,0.001500,40000000000.000000,0.000000,0.001500
1934.000000,0.034532,-0.190665,0.981048,0.001500,40000000000.000000,0.000000,0.001500
1935.000000,0.559404,-0.380420,0.736442,0.001500,40000000000.000000,0.000000,0.001500
1936.000000,-0.603514,-0.255347,-0.755360,0.001500,40000000000.000000,0.000000,0.001500
1937.000000,-0.770832,-0.558311,0.306769,0.001500,40000000000.000000,0.000000,0.001500
1938.000000,-0.188624,-0.176932,-0.965979,0.001500,40000000000.000000,0.000000,0.001500
1939.000000,-0.200613,-0.278089,0.939373,0.001500,40000000000.000000,0.000000,0.001500
1940.000000,0.098940,0.108003,0.989215,0.001500,40000000000.000000,0.000000,0.001500
1941.000000,-0.008596,0.885004,-0.465504,0.001500,40000000000.000000,0.000000,0.001500
1942.000000,-0.213882,-0.548950,0.808028,0.001500,40000000000.000000,0.000000,0.001500
1943.000000,-0.474548,0.438608,-0.763169,0.001500,40000000000.000000,0.000000,0.001500
1944.000000,-0.669278,-0.261265,-0.695563,0.001500,40000000000.000000,0.000000,0.001500
1945.000000,0.298067,0.868259,0.396587,0.001500,40000000000.000000,0.000000,0.001500
1946.000000,0.138853,-0.625151,0.768054,0.001500,40000000000.000000,0.000000,0.001500
1947.000000,-0.720018,-0.680343,-0.136774,0.001500,40000000000.000000,0.000000,0.001500
1948.000000,0.073750,0.573536,-0.815854,0.001500,40000000000.000000,0.000000,0.001500
1949.000000,0.521151,0.326844,-0.788400,0.001500,40000000000.000000,0.000000,0.001500
1950.000000,0.859316,-0.098335,0.501902,0.001500,40000000000.000000,0.000000,0.001500
1951.000000,-0.577180,-0.764987,0.285757,0.001500,40000000000.000000,0.000000,0.001500
1952.000000,-0.020033,-0.129675,-0.991354,0.001500,40000000000.000000,0.000000,0.001500
1953.000000,-0.288718,-0.253831,-0.923153,0.001500,40000000000.000000,0.000000,0.001500
1954.000000,0.670181,-0.100482,-0.735364,0.001500,40000000000.000000,0.000000,0.001500
1955.000000,-0.002686,0.601192,0.799100,0.001500,40000000000.000000,0.000000,0.001500
1956.000000,-0.059745,0.302063,0.951414,0.001500,40000000000.000000,0.000000,0.001500
1957.000000,-0.334896,-0.109280,0.935897,0.001500,40000000000.000000,0.000000,0.001500
1958.000000,0.648395,-0.185063,0.738469,0.001500,40000000000.000000,0.000000,0.001500
1959.000000,-0.005501,0.477638,0.878540,0.001500,40000000000.000000,0.000000,0.001500
1960.000000,-0.825643,-0.202055,0.526770,0.001500,40000000000.000000,0.000000,0.001500
1961.000000,-0.670101,-0.384120,-0.635151,0.001500,40000000000.000000,0.000000,0.001500
1962.000000,-0.379110,0.039020,0.924528,0.001500,40000000000.000000,0.000000,0.001500
1963.000000,-0.400085,0.046836,-0.915280,0.001500,40000000000.000000,0.000000,0.001500
1964.000000,-0.255188,0.954837,0.152202,0.001500,40000000000.000000,0.000000,0.001500
1965.000000,0.411132,0.896978,-0.162480,0.001500,40000000000.000000,0.000000,0.001500
1966.000000,0.036277,0.333404,0.942086,0.001500,40000000000.000000,0.000000,0.001500
1967.000000,-0.451673,0.033128,0.891568,0.001500,40000000000.000000,0.000000,0.001500
1968.000000,-0.105164,-0.176582,0.978652,0.001500,40000000000.000000,0.000000,0.001500
1969.000000,0.669219,0.180978,0.720689,0.001500,40000000000.000000,0.000000,0.001500
1970.000000,0.603515,-0.193921,-0.773410,0.001500,40000000000.000000,0.000000,0.001500
1971.000000,-0.271815,0.096498,-0.957499,0.001500,40000000000.000000,0.000000,0.001500
1972.000000,-0.128204,0.059939,0.989935,0.001500,40000000000.000000,0.000000,0.001500
1973.000000,-0.004516,-0.296441,0.955040,0.001500,40000000000.000000,0.000000,0.001500
1974.000000,0.024690,0.796183,-0.604552,0.001500,40000000000.000000,0.000000,0.001500
1975.000000,-0.043162,-0.958633,-0.281353,0.001500,40000000000.000000,0.000000,0.001500
1976.000000,-0.135714,0.613973,0.777573,0.001500,40000000000.000000,0.000000,0.001500
1977.000000,0.363022,0.147397,-0.920048,0.001500,40000000000.000000,0.000000,0.001500
1978.000000,-0.747219,-0.640340,0.177845,0.001500,40000000000.000000,0.000000,0.001500
1979.000000,-0.650698,0.622284,-0.435149,0.001500,40000000000.000000,0.000000,0.001500
1980.000000,0.320290,-0.694693,0.644062,0.001500,40000000000.000000,0.000000,0.001500
1981.000000,0.423297,0.139654,0.895163,0.001500,40000000000.000000,0.000000,0.001500
1982.000000,0.232683,-0.211111,-0.949363,0.001500,40000000000.000000,0.000000,0.001500
1983.000000,0.207170,0.115737,-0.971435,0.001500,40000000000.000000,0.000000,0.001500
1984.000000,0.060531,-0.100501,-0.993094,0.001500,40000000000.000000,0.000000,0.001500
1985.000000,-0.198901,-0.571567,0.796084,0.001500,40000000000.000000,0.000000,0.001500
1986.000000,-0.682434,-0.518037,0.515676,0.001500,40000000000.000000,0.000000,0.001500
1987.000000,-0.714411,-0.061724,-0.696999,0.001500,40000000000.000000,0.000000,0.001500
1988.000000,0.002716,0.196690,0.980462,0.001500,40000000000.000000,0.000000,0.001500
1989.000000,-0.259231,-0.876280,-0.406120,0.001500,40000000000.000000,0.000000,0.001500
1990.000000,-0.786878,-0.237882,0.569417,0.001500,40000000000.000000,0.000000,0.001500
1991.000000,0.712556,-0.655890,0.249144,0.001500,40000000000.000000,0.000000,0.001500
1992.000000,0.309871,0.349508,0.884208,0.001500,40000000000.000000,0.000000,0.001500
1993.000000,0.355554,-0.384285,0.852001,0.001500,40000000000.000000,0.000000,0.001500
1994.000000,0.926612,-0.111819,-0.359007,0.001500,40000000000.000000,0.000000,0.001500
1995.000000,-0.640874,0.682624,0.351147,0.001500,40000000000.000000,0.000000,0.001500
1996.000000,0.254461,0.699106,0.668207,0.001500,40000000000.000000,0.000000,0.001500
1997.000000,-0.973259,0.099001,0.207283,0.001500,40000000000.000000,0.000000,0.001500
1998.000000,-0.845649,0.346766,0.405747,0.001500,40000000000.000000,0.000000,0.001500
1999.000000,0.211283,0.331047,-0.919656,0.001500,40000000000.000000,0.000000,0.001500
2000.000000,0.832075,-0.433896,0.345523,0.001500,40000000000.000000,0.000000,0.001500
2001.000000,-0.585862,0.322581,-0.743443,0.001500,40000000000.000000,0.000000,0.001500
2002.000000,-0.368693,-0.575059,0.730324,0.001500,40000000000.000000,0.000000,0.001500
2003.000000,-0.562291,0.311247,0.766129,0.001500,40000000000.000000,0.000000,0.001500
2004.000000,0.462189,-0.198324,0.864320,0.001500,40000000000.000000,0.000000,0.001500
2005.000000,-0.210034,-0.872362,-0.441441,0.001500,40000000000.000000,0.000000,0.001500
2006.000000,0.845579,-0.259766,-0.466389,0.001500,40000000000.000000,0.000000,0.001500
2007.000000,0.272434,-0.160265,-0.948733,0.001500,40000000000.000000,0.000000,0.001500
2008.000000,0.097015,0.215505,-0.971672,0.001500,40000000000.000000,0.000000,0.001500
2009.000000,-0.275214,-0.489803,-0.827255,0.001500,40000000000.000000,0.000000,0.001500
2010.000000,0.729861,0.506309,-0.459297,0.001500,40000000000.000000,0.000000,0.001500
2011.000000,0.398095,-0.039698,-0.916485,0.001500,40000000000.000000,0.000000,0.001500
2012.000000,-0.039479,-0.995241,-0.089085,0.001500,40000000000.000000,0.000000,0.001500
2013.000000,0.224879,0.959448,0.169967,0.001500,40000000000.000000,0.000000,0.001500
2014.000000,-0.477914,-0.434265,0.763552,0.001500,40000000000.000000,0.000000,0.001500
2015.000000,-0.327105,0.548388,-0.769593,0.001500,40000000000.000000,0.000000,0.001500
2016.000000,-0.615914,-0.677799,-0.401545,0.001500,40000000000.000000,0.000000,0.001500
2017.000000,-0.078531,-0.007800,0.996881,0.001500,40000000000.000000,0.000000,0.001500
2018.000000,0.188665,-0.798695,-0.571394,0.001500,40000000000.000000,0.000000,0.001500
2019.000000,-0.244068,-0.004003,-0.969750,0.001500,40000000000.000000,0.000000,0.001500
2020.000000,0.511539,0.859241,0.005796,0.001500,40000000000.000000,0.000000,0.001500
2021.000000,-0.900237,-0.042240,-0.433347,0.001500,40000000000.000000,0.000000,0.001500
2022.000000,0.316428,-0.642702,-0.697716,0.001500,40000000000.000000,0.000000,0.001500
2023.000000,-0.263868,0.126567,0.956219,0.001500,40000000000.000000,0.000000,0.001500
2024.000000,0.292508,0.446432,0.845658,0.001500,40000000000.000000,0.000000,0.001500
2025.000000,-0.191405,-0.375020,-0.907042,0.001500,40000000000.000000,0.000000,0.001500
2026.000000,-0.098334,0.582185,-0.807088,0.001500,40000000000.000000,0.000000,0.001500
2027.000000,-0.203680,0.204229,-0.957499,0.001500,40000000000.000000,0.000000,0.001500
2028.000000,-0.589756,0.446898,0.672659,0.001500,40000000000.000000,0.000000,0.001500
2029.000000,0.311362,0.340529,-0.887183,0.001500,40000000000.000000,0.000000,0.001500
2030.000000,0.521416,-0.112341,-0.845875,0.001500,40000000000.000000,0.000000,0.001500
2031.000000,0.495228,-0.123316,-0.859966,0.001500,40000000000.000000,0.000000,0.001500
2032.000000,0.953733,0.084174,0.288631,0.001500,40000000000.000000,0.000000,0.001500
2033.000000,-0.980642,-0.057770,-0.187095,0.001500,40000000000.000000,0.000000,0.001500
2034.000000,0.117432,0.326747,-0.937788,0.001500,40000000000.000000,0.000000,0.001500
2035.000000,0.549830,-0.727342,-0.410684,0.001500,40000000000.000000,0.000000,0.001500
2036.000000,0.056537,-0.074924,0.995585,0.001500,40000000000.000000,0.000000,0.001500
2037.000000,-0.617794,-0.311351,0.722075,0.001500,40000000000.000000,0.000000,0.001500
2038.000000,-0.184230,0.411768,0.892472,0.001500,40000000000.000000,0.000000,0.001500
2039.000000,-0.548850,0.473230,-0.689069,0.001500,40000000000.000000,0.000000,0.001500
2040.000000,0.021813,-0.233772,0.972047,0.001500,40000000000.000000,0.000000,0.001500
2041.000000,-0.406020,-0.868980,0.282881,0.001500,40000000000.000000,0.000000,0.001500
2042.000000,0.546014,0.548100,-0.633605,0.001500,40000000000.000000,0.000000,0.001500
2043.000000,-0.709067,-0.664491,-0.235957,0.001500,40000000000.000000,0.000000,0.001500
2044.000000,-0.200820,-0.486256,0.850427,0.001500,40000000000.000000,0.000000,0.001500
2045.000000,0.022317,-0.344993,0.938340,0.001500,40000000000.000000,0.000000,0.001500
2046.000000,0.077503,0.535738,0.840820,0.001500,40000000000.000000,0.000000,0.001500
2047.000000,0.137948,0.846649,0.513961,0.001500,40000000000.000000,0.000000,0.001500
2048.000000,0.306159,0.028972,-0.951539,0.001500,40000000000.000000,0.000000,0.001500
2049.000000,-0.641071,-0.380925,-0.666276,0.001500,40000000000.000000,0.000000,0.001500
2050.000000,-0.054517,-0.501717,0.863312,0.001500,40000000000.000000,0.000000,0.001500
2051.000000,0.403441,-0.460201,-0.790854,0.001500,40000000000.000000,0.000000,0.001500
2052.000000,0.816434,0.441151,0.372588,0.001500,40000000000.000000,0.000000,0.001500
2053.000000,-0.660685,0.297792,-0.689069,0.001500,40000000000.000000,0.000000,0.001500
2054.000000,0.268509,-0.748922,0.605820,0.001500,40000000000.000000,0.000000,0.001500
2055.000000,-0.970711,-0.058414,-0.233041,0.001500,40000000000.000000,0.000000,0.001500
2056.000000,-0.055860,0.037966,-0.997716,0.001500,40000000000.000000,0.000000,0.001500
2057.000000,-0.778133,0.170369,-0.604552,0.001500,40000000000.000000,0.000000,0.001500
2058.000000,-0.270617,0.293410,-0.916884,0.001500,40000000000.000000,0.000000,0.001500
2059.000000,-0.777356,-0.319329,0.541984,0.001500,40000000000.000000,0.000000,0.001500
2060.000000,-0.904452,-0.308728,0.294370,0.001500,40000000000.000000,0.000000,0.001500
2061.000000,0.280197,0.621862,-0.731285,0.001500,40000000000.000000,0.000000,0.001500
2062.000000,-0.038880,-0.073890,-0.996508,0.001500,40000000000.000000,0.000000,0.001500
2063.000000,-0.621994,-0.775317,0.109576,0.001500,40000000000.000000,0.000000,0.001500
2064.000000,0.321436,-0.726452,0.607410,0.001500,40000000000.000000,0.000000,0.001500
2065.000000,-0.084515,0.895946,-0.436049,0.001500,40000000000.000000,0.000000,0.001500
2066.000000,0.186073,-0.583032,-0.790854,0.001500,40000000000.000000,0.000000,0.001500
2067.000000,-0.333481,0.820521,0.464258,0.001500,40000000000.000000,0.000000,0.001500
2068.000000,-0.123793,-0.558492,0.820220,0.001500,40000000000.000000,0.000000,0.001500
2069.000000,0.758567,-0.459894,0.461599,0.001500,40000000000.000000,0.000000,0.001500
2070.000000,-0.085834,-0.285773,0.954446,0.001500,40000000000.000000,0.000000,0.001500
2071.000000,0.814987,0.495141,0.301053,0.001500,40000000000.000000,0.000000,0.001500
2072.000000,-0.756658,-0.037293,-0.652746,0.001500,40000000000.000000,0.000000,0.001500
2073.000000,0.163685,-0.986019,-0.031199,0.001500,40000000000.000000,0.000000,0.001500
2074.000000,-0.709918,-0.014501,-0.704135,0.001500,40000000000.000000,0.000000,0.001500
2075.000000,0.692351,0.266770,0.670436,0.001500,40000000000.000000,0.000000,0.001500
2076.000000,-0.359462,-0.634791,-0.683979,0.001500,40000000000.000000,0.000000,0.001500
2077.000000,-0.290407,0.185123,-0.938825,0.001500,40000000000.000000,0.000000,0.001500
2078.000000,0.729486,0.004805,-0.683979,0.001500,40000000000.000000,0.000000,0.001500
2079.000000,-0.202925,-0.393848,0.896496,0.001500,40000000000.000000,0.000000,0.001500
2080.000000,-0.776156,0.192112,-0.600562,0.001500,40000000000.000000,0.000000,0.001500
2081.000000,0.838824,-0.228564,0.494097,0.001500,40000000000.000000,0.000000,0.001500
2082.000000,-0.756595,0.653788,-0.011203,0.001500,40000000000.000000,0.000000,0.001500
2083.000000,-0.057922,0.904682,0.422132,0.001500,40000000000.000000,0.000000,0.001500
2084.000000,0.059760,0.221612,-0.973302,0.001500,40000000000.000000,0.000000,0.001500
2085.000000,-0.270932,-0.305957,0.912681,0.001500,40000000000.000000,0.000000,0.001500
2086.000000,-0.586186,0.762210,-0.274629,0.001500,40000000000.000000,0.000000,0.001500
2087.000000,0.651881,0.742890,0.152202,0.001500,40000000000.000000,0.000000,0.001500
2088.000000,0.101860,0.480107,0.871276,0.001500,40000000000.000000,0.000000,0.001500
2089.000000,-0.780443,-0.614005,-0.117929,0.001500,40000000000.000000,0.000000,0.001500
2090.000000,-0.726167,0.267629,0.633290,0.001500,40000000000.000000,0.000000,0.001500
2091.000000,-0.593157,0.073317,-0.801742,0.001500,40000000000.000000,0.000000,0.001500
2092.000000,0.221932,-0.190766,0.956219,0.001500,40000000000.000000,0.000000,0.001500
2093.000000,0.869912,0.069010,-0.488355,0.001500,40000000000.000000,0.000000,0.001500
2094.000000,-0.747130,-0.401563,-0.529663,0.001500,40000000000.000000,0.000000,0.001500
2095.000000,0.306572,0.135970,0.942086,0.001500,40000000000.000000,0.000000,0.001500
2096.000000,-0.126953,0.464669,-0.876337,0.001500,40000000000.000000,0.000000,0.001500
2097.000000,-0.451017,0.036894,-0.891753,0.001500,40000000000.000000,0.000000,0.001500
2098.000000,0.285172,0.570457,-0.770231,0.001500,40000000000.000000,0.000000,0.001500
2099.000000,-0.291217,0.007222,-0.956630,0.001500,40000000000.000000,0.000000,0.001500
2100.000000,-0.598610,-0.575339,-0.557361,0.001500,40000000000.000000,0.000000,0.001500
2101.000000,-0.008084,-0.071073,-0.997438,0.001500,40000000000.000000,0.000000,0.001500
2102.000000,0.674967,-0.051603,-0.736041,0.001500,40000000000.000000,0.000000,0.001500
2103.000000,-0.227994,0.161221,0.960222,0.001500,40000000000.000000,0.000000,0.001500
2104.000000,0.082146,-0.072824,0.993956,0.001500,40000000000.000000,0.000000,0.001500
2105.000000,0.186476,0.474139,-0.860476,0.001500,40000000000.000000,0.000000,0.001500
2106.000000,-0.399646,-0.693512,0.599436,0.001500,40000000000.000000,0.000000,0.001500
2107.000000,-0.684493,0.045702,0.727586,0.001500,40000000000.000000,0.000000,0.001500
2108.000000,-0.386985,0.074115,0.919102,0.001500,40000000000.000000,0.000000,0.001500
2109.000000,-0.398772,0.352194,0.846724,0.001500,40000000000.000000,0.000000,0.001500
2110.000000,0.530082,0.705474,0.470446,0.001500,40000000000.000000,0.000000,0.001500
2111.000000,0.204252,-0.454473,-0.867027,0.001500,40000000000.000000,0.000000,0.001500
2112.000000,0.486456,0.404025,-0.774677,0.001500,40000000000.000000,0.000000,0.001500
2113.000000,0.051325,-0.117520,-0.991743,0.001500,40000000000.000000,0.000000,0.001500
2114.000000,0.308441,-0.651194,-0.693405,0.001500,40000000000.000000,0.000000,0.001500
2115.000000,-0.093323,0.812123,0.575975,0.001500,40000000000.000000,0.000000,0.001500
2116.000000,0.808091,0.562677,-0.174309,0.001500,40000000000.000000,0.000000,0.001500
2117.000000,-0.620800,-0.232275,-0.748769,0.001500,40000000000.000000,0.000000,0.001500
2118.000000,0.152619,-0.271356,-0.950302,0.001500,40000000000.000000,0.000000,0.001500
2119.000000,-0.192257,-0.389165,0.900882,0.001500,40000000000.000000,0.000000,0.001500
2120.000000,-0.019591,0.601678,0.798498,0.001500,40000000000.000000,0.000000,0.001500
2121.000000,-0.115755,0.779729,0.615324,0.001500,40000000000.000000,0.000000,0.001500
2122.000000,-0.135061,0.794385,0.592208,0.001500,40000000000.000000,0.000000,0.001500
2123.000000,-0.065562,-0.436898,-0.897119,0.001500,40000000000.000000,0.000000,0.001500
2124.000000,-0.000044,-0.781828,-0.623494,0.001500,40000000000.000000,0.000000,0.001500
2125.000000,-0.088650,0.119073,0.988920,0.001500,40000000000.000000,0.000000,0.001500
2126.000000,0.954802,-0.285676,-0.082111,0.001500,40000000000.000000,0.000000,0.001500
2127.000000,0.952527,-0.298845,-0.058171,0.001500,40000000000.000000,0.000000,0.001500
2128.000000,-0.730186,-0.530014,0.431177,0.001500,40000000000.000000,0.000000,0.001500
2129.000000,-0.068996,-0.323951,-0.943555,0.001500,40000000000.000000,0.000000,0.001500
2130.000000,0.082418,-0.062453,-0.994639,0.001500,40000000000.000000,0.000000,0.001500
2131.000000,0.729652,0.637041,-0.248570,0.001500,40000000000.000000,0.000000,0.001500
2132.000000,-0.871306,0.378080,-0.312861,0.001500,40000000000.000000,0.000000,0.001500
2133.000000,0.347377,-0.515681,0.783200,0.001500,40000000000.000000,0.000000,0.001500
2134.000000,-0.389892,-0.413635,-0.822734,0.001500,40000000000.000000,0.000000,0.001500
2135.000000,0.269609,-0.570637,0.775683,0.001500,40000000000.000000,0.000000,0.001500
2136.000000,0.848304,0.420089,-0.322343,0.001500,40000000000.000000,0.000000,0.001500
2137.000000,0.870402,-0.111267,-0.479604,0.001500,40000000000.000000,0.000000,0.001500
2138.000000,-0.184656,-0.959628,0.212171,0.001500,40000000000.000000,0.000000,0.001500
2139.000000,0.630452,-0.134650,-0.764460,0.001500,40000000000.000000,0.000000,0.001500
2140.000000,-0.551910,0.780432,-0.293804,0.001500,40000000000.000000,0.000000,0.001500
2141.000000,-0.493278,-0.348672,-0.796935,0.001500,40000000000.000000,0.000000,0.001500
2142.000000,-0.676102,0.071531,-0.733328,0.001500,40000000000.000000,0.000000,0.001500
2143.000000,0.103928,-0.186985,-0.976850,0.001500,40000000000.000000,0.000000,0.001500
2144.000000,0.567693,0.273246,-0.776570,0.001500,40000000000.000000,0.000000,0.001500
2145.000000,-0.930729,0.212514,-0.297625,0.001500,40000000000.000000,0.000000,0.001500
2146.000000,0.234702,0.878054,-0.417056,0.001500,40000000000.000000,0.000000,0.001500
2147.000000,-0.291426,-0.874068,-0.388685,0.001500,40000000000.000000,0.000000,0.001500
2148.000000,-0.025550,-0.224182,-0.974212,0.001500,40000000000.000000,0.000000,0.001500
2149.000000,0.843946,0.467171,0.263642,0.001500,40000000000.000000,0.000000,0.001500
2150.000000,-0.605808,0.447202,-0.658033,0.001500,40000000000.000000,0.000000,0.001500
2151.000000,0.555053,-0.293801,0.778201,0.001500,40000000000.000000,0.000000,0.001500
2152.000000,-0.568247,0.239711,-0.787168,0.001500,40000000000.000000,0.000000,0.001500
2153.000000,0.039277,0.491839,0.869800,0.001500,40000000000.000000,0.000000,0.001500
2154.000000,0.043842,0.327738,0.943751,0.001500,40000000000.000000,0.000000,0.001500
2155.000000,-0.101548,0.751666,0.651679,0.001500,40000000000.000000,0.000000,0.001500
2156.000000,0.287966,-0.726466,0.623957,0.001500,40000000000.000000,0.000000,0.001500
2157.000000,-0.491389,0.180640,0.852001,0.001500,40000000000.000000,0.000000,0.001500
2158.000000,0.545536,-0.345512,0.763552,0.001500,40000000000.000000,0.000000,0.001500
2159.000000,-0.096416,0.034530,-0.994742,0.001500,40000000000.000000,0.000000,0.001500
2160.000000,-0.763998,0.457622,-0.454850,0.001500,40000000000.000000,0.000000,0.001500
2161.000000,-0.840349,-0.536153,0.079712,0.001500,40000000000.000000,0.000000,0.001500
2162.000000,-0.603179,0.221858,0.766129,0.001500,40000000000.000000,0.000000,0.001500
2163.000000,0.166327,0.082159,-0.982642,0.001500,40000000000.000000,0.000000,0.001500
2164.000000,-0.675655,0.227342,-0.701289,0.001500,40000000000.000000,0.000000,0.001500
2165.000000,0.621009,-0.406759,-0.669996,0.001500,40000000000.000000,0.000000,0.001500
2166.000000,-0.520113,-0.003856,0.854089,0.001500,40000000000.000000,0.000000,0.001500
2167.000000,0.498094,0.856015,0.138351,0.001500,40000000000.000000,0.000000,0.001500
2168.000000,0.196846,0.520012,-0.831167,0.001500,40000000000.000000,0.000000,0.001500
2169.000000,-0.390434,-0.070650,0.917916,0.001500,40000000000.000000,0.000000,0.001500
